date,LTD,strike,c_or_p,open,high,low,close,Final_p,volume,OI,weekdays
2017/10/26,Dec-17,1.20E+04,call,0.9,1.1,0.9,1,1,66,11788,Thursday
2017/10/27,Dec-17,7600,put,0.7,1,0.6,1,0.8,34,7463,Friday
2017/10/27,Dec-17,7700,put,0.7,0.9,0.7,0.9,0.9,33,303,Friday
2017/10/27,Dec-17,7800,put,0.9,1.2,0.9,1.1,1.1,249,2035,Friday
2017/10/27,Dec-17,7900,put,1,1.2,1,1.2,1.2,128,522,Friday
2017/10/27,Dec-17,8.00E+03,put,1.1,1.5,1.1,1.5,1.5,36,3808,Friday
2017/10/27,Dec-17,8100,put,1.5,1.6,1.5,1.6,1.6,50,479,Friday
2017/10/27,Dec-17,8200,put,1.5,1.9,1.5,1.9,1.9,48,2170,Friday
2017/10/27,Dec-17,8300,put,2,2,2,2,2,20,457,Friday
2017/10/27,Dec-17,8400,put,1.9,2.5,1.9,2.5,2.5,253,4701,Friday
2017/10/27,Dec-17,8500,put,2.2,2.5,2.2,2.5,2.5,110,1234,Friday
2017/10/27,Dec-17,8600,put,2.4,2.7,2.3,2.7,2.9,112,8514,Friday
2017/10/27,Dec-17,8700,put,2.6,3.2,2.5,3.2,3.2,248,2172,Friday
2017/10/27,Dec-17,8800,put,2.9,3.8,2.9,3.4,3.4,154,24403,Friday
2017/10/27,Dec-17,8900,put,3.3,4.2,3.1,4.2,4,323,1237,Friday
2017/10/27,Dec-17,9.00E+03,put,3.9,5.1,3.9,5.1,4.4,1160,20695,Friday
2017/10/27,Dec-17,9100,put,4.5,5.9,4.5,5.8,5.8,199,2846,Friday
2017/10/27,Dec-17,9200,put,5.3,7,5,7,7,874,13176,Friday
2017/10/27,Dec-17,9300,put,6.5,8.6,6.2,8.6,8.2,433,11699,Friday
2017/10/27,Dec-17,9400,put,7.7,10.5,7.5,9.4,9.4,544,17972,Friday
2017/10/27,Dec-17,9500,put,9.1,11.5,8.8,11,11,568,6140,Friday
2017/10/27,Dec-17,9600,call,1130,1130,1130,1130,1110,5,295,Friday
2017/10/27,Dec-17,9600,put,10.5,14.5,10,13,13,347,10441,Friday
2017/10/27,Dec-17,9700,call,1.00E+03,1.00E+03,1.00E+03,1.00E+03,1010,4,7,Friday
2017/10/27,Dec-17,9700,put,13.5,18,13,16,16,821,6345,Friday
2017/10/27,Dec-17,9800,call,955,955,925,925,925,8,1026,Friday
2017/10/27,Dec-17,9800,put,16.5,21.5,15.5,20.5,20.5,1067,10035,Friday
2017/10/27,Dec-17,9900,put,20,27,19,25,25,2375,8062,Friday
2017/10/27,Dec-17,1.00E+04,call,775,775,720,725,725,18,1561,Friday
2017/10/27,Dec-17,1.00E+04,put,25.5,34,24,31,31,3078,14270,Friday
2017/10/27,Dec-17,10100,call,635,640,635,635,635,8,43,Friday
2017/10/27,Dec-17,10100,put,32,42,30,39,39,3114,8629,Friday
2017/10/27,Dec-17,10200,call,570,570,545,545,545,6,1131,Friday
2017/10/27,Dec-17,10200,put,43,54,38.5,51,51,3718,9879,Friday
2017/10/27,Dec-17,10300,call,466,466,461,461,461,2,585,Friday
2017/10/27,Dec-17,10300,put,54,69,49.5,63,63,2610,7008,Friday
