date,LTD,strike,c_or_p,open,high,low,close,Final_p,volume,OI,weekdays
2014/1/2,2014-03,7300,put,2.1,2.1,2.1,2.1,3.3,60,190,Thursday
2014/1/2,2014-03,7400,call,0,0,0,0,1180,0,46,Thursday
2014/1/2,2014-03,7400,put,4,4.4,3.5,4.4,4.4,11,5124,Thursday
2014/1/2,2014-03,7500,call,0,0,0,0,1090,0,0,Thursday
2014/1/2,2014-03,7500,put,5,5,5,5,5,3,284,Thursday
2014/1/2,2014-03,7600,call,0,0,0,0,995,0,554,Thursday
2014/1/2,2014-03,7600,put,6.5,6.7,6.5,6.7,6.7,30,3490,Thursday
2014/1/2,2014-03,7700,call,0,0,0,0,890,0,0,Thursday
2014/1/2,2014-03,7700,put,8,9,8,9,9,24,251,Thursday
2014/1/2,2014-03,7800,call,790,790,780,780,785,7,435,Thursday
2014/1/2,2014-03,7800,put,11,11.5,10,11.5,11.5,400,4797,Thursday
2014/1/2,2014-03,7900,call,0,0,0,0,695,0,0,Thursday
2014/1/2,2014-03,7900,put,12.5,16,12.5,15,15,422,1940,Thursday
2014/1/2,2014-03,8000,call,600,610,590,610,600,17,903,Thursday
2014/1/2,2014-03,8000,put,18.5,22,16,21,21,857,5339,Thursday
2014/1/2,2014-03,8100,call,500,500,500,500,510,1,2,Thursday
2014/1/2,2014-03,8100,put,29,36,28,30,30,311,1748,Thursday
2014/1/2,2014-03,8200,call,431,436,411,426,426,40,977,Thursday
2014/1/2,2014-03,8200,put,39.5,49,39.5,45,45,726,3281,Thursday
2014/1/2,2014-03,8300,call,0,0,0,0,345,0,13,Thursday
2014/1/2,2014-03,8300,put,55,70,55,64,64,549,2759,Thursday
2014/1/2,2014-03,8400,call,271,281,261,280,280,82,2022,Thursday
2014/1/2,2014-03,8400,put,81,99,81,92,92,302,2225,Thursday
2014/1/2,2014-03,8500,call,200,217,200,217,217,6,497,Thursday
2014/1/2,2014-03,8500,put,120,135,116,124,124,71,392,Thursday
2014/1/2,2014-03,8600,call,153,167,146,159,159,177,2765,Thursday
2014/1/2,2014-03,8600,put,160,179,160,173,173,58,302,Thursday
2014/1/2,2014-03,8700,call,108,115,99,115,115,105,751,Thursday
2014/1/2,2014-03,8700,put,215,235,210,222,222,35,85,Thursday
2014/1/2,2014-03,8800,call,80,80,68,76,76,118,3616,Thursday
2014/1/2,2014-03,8800,put,284,300,284,293,293,9,75,Thursday
2014/1/2,2014-03,8900,call,55,55,44,51,51,117,1423,Thursday
2014/1/2,2014-03,8900,put,370,370,370,370,370,1,74,Thursday
2014/1/2,2014-03,9000,call,34,34,26.5,30,30,195,4449,Thursday
2014/1/2,2014-03,9000,put,0,0,0,0,447,0,25,Thursday
2014/1/2,2014-03,9100,call,18.5,19,17,19,19,136,1828,Thursday
2014/1/2,2014-03,9100,put,0,0,0,0,525,0,0,Thursday
2014/1/2,2014-03,9200,call,12,13,10,11,11,418,3492,Thursday
2014/1/2,2014-03,9200,put,0,0,0,0,620,0,3,Thursday
2014/1/2,2014-03,9300,call,6,6.5,5,6.5,6.5,26,67,Thursday
2014/1/2,2014-03,9300,put,0,0,0,0,715,0,0,Thursday
2014/1/2,2014-03,9400,call,0,0,0,0,3.6,0,2049,Thursday
2014/1/2,2014-03,9400,put,0,0,0,0,810,0,0,Thursday
2014/1/2,2014-03,9500,call,0,0,0,0,2.1,0,0,Thursday
2014/1/2,2014-03,9500,put,0,0,0,0,910,0,0,Thursday
2014/1/2,2014-03,9600,call,6,6,2,2,2,9,1009,Thursday
2014/1/2,2014-03,9600,put,0,0,0,0,1010,0,0,Thursday
2014/1/2,2014-03,9700,call,0,0,0,0,0.1,0,1,Thursday
2014/1/2,2014-03,9700,put,0,0,0,0,1100,0,0,Thursday
2014/1/2,2014-03,9800,call,0,0,0,0,0.1,0,1801,Thursday
2014/1/2,2014-03,9800,put,0,0,0,0,1200,0,0,Thursday
2014/1/2,2014-03,9900,call,0,0,0,0,0.1,0,0,Thursday
2014/1/2,2014-03,9900,put,0,0,0,0,1300,0,0,Thursday
2014/1/2,2014-03,10000,call,0,0,0,0,0.1,0,1172,Thursday
2014/1/2,2014-03,10000,put,0,0,0,0,1400,0,0,Thursday
2014/1/2,2014-03,10200,call,0,0,0,0,0.1,0,0,Thursday
2014/1/2,2014-03,10200,put,0,0,0,0,1600,0,0,Thursday
2014/1/2,2014-03,10400,call,0,0,0,0,0.1,0,27,Thursday
2014/1/2,2014-03,10400,put,0,0,0,0,1800,0,0,Thursday
2014/1/2,2014-06,6400,call,0,0,0,0,2130,0,815,Thursday
2014/1/2,2014-06,6400,put,4.6,5.1,4.6,5.1,5.1,173,3996,Thursday
2014/1/2,2014-06,6600,call,0,0,0,0,1930,0,61,Thursday
2014/1/2,2014-06,6600,put,5.5,7.8,5.5,5.5,5.5,120,3149,Thursday
2014/1/2,2014-06,6800,call,0,0,0,0,1740,0,32,Thursday
2014/1/2,2014-06,6800,put,8.5,11,6.6,9.2,10.5,89,3431,Thursday
2014/1/2,2014-06,7000,call,0,0,0,0,1540,0,63,Thursday
2014/1/2,2014-06,7000,put,13,15.5,12.5,12.5,12.5,139,4660,Thursday
2014/1/2,2014-06,7200,call,0,0,0,0,1350,0,3,Thursday
2014/1/2,2014-06,7200,put,15,21,15,17.5,17.5,269,4727,Thursday
2014/1/2,2014-06,7400,call,0,0,0,0,1160,0,158,Thursday
2014/1/2,2014-06,7400,put,24,31.5,24,27,27,97,5056,Thursday
2014/1/2,2014-06,7600,call,0,0,0,0,975,0,91,Thursday
2014/1/2,2014-06,7600,put,41,48,37,45.5,45.5,145,2930,Thursday
2014/1/2,2014-06,7800,call,810,810,800,800,800,4,183,Thursday
2014/1/2,2014-06,7800,put,65,73,65,70,70,90,3366,Thursday
2014/1/2,2014-06,8000,call,0,0,0,0,635,0,1129,Thursday
2014/1/2,2014-06,8000,put,99,108,96,103,103,110,3101,Thursday
2014/1/2,2014-06,8200,call,480,480,480,480,480,3,1036,Thursday
2014/1/2,2014-06,8200,put,150,156,141,150,150,26,2299,Thursday
2014/1/2,2014-06,8400,call,321,321,321,321,348,1,1470,Thursday
2014/1/2,2014-06,8400,put,214,224,214,219,219,9,1169,Thursday
2014/1/2,2014-06,8600,call,255,256,242,249,249,124,2909,Thursday
2014/1/2,2014-06,8600,put,320,320,310,310,310,3,261,Thursday
2014/1/2,2014-06,8800,call,162,165,156,162,162,59,3106,Thursday
2014/1/2,2014-06,8800,put,414,439,412,439,412,3,190,Thursday
2014/1/2,2014-06,9000,call,111,111,95,102,102,115,4648,Thursday
2014/1/2,2014-06,9000,put,0,0,0,0,570,0,804,Thursday
2014/1/2,2014-06,9200,call,68,68,57,63,63,91,4903,Thursday
2014/1/2,2014-06,9200,put,0,0,0,0,725,0,204,Thursday
2014/1/2,2014-06,9400,call,35,35,27.5,33,33,301,5581,Thursday
2014/1/2,2014-06,9400,put,765,1210,765,1210,875,10,117,Thursday
2014/1/2,2014-06,9600,call,15.5,20,15.5,17.5,17.5,115,5248,Thursday
2014/1/2,2014-06,9600,put,0,0,0,0,1060,0,121,Thursday
2014/1/2,2014-06,9800,call,9.5,11,9.1,11,8.9,162,2085,Thursday
2014/1/2,2014-06,9800,put,0,0,0,0,1260,0,312,Thursday
2014/1/2,2014-06,10000,call,4.5,5.1,1.1,5.1,5.1,112,2293,Thursday
2014/1/2,2014-06,10000,put,0,0,0,0,1460,0,261,Thursday
2014/1/2,2014-06,10400,call,0.2,0.2,0.2,0.2,2.6,30,821,Thursday
2014/1/2,2014-06,10400,put,0,0,0,0,1860,0,390,Thursday
2014/1/2,2014-09,6600,call,0,0,0,0,1700,0,0,Thursday
2014/1/2,2014-09,6600,put,17,18.5,12.5,18.5,18.5,171,3102,Thursday
2014/1/2,2014-09,6800,call,0,0,0,0,1510,0,20,Thursday
2014/1/2,2014-09,6800,put,25.5,28,20.5,28,28,223,2654,Thursday
2014/1/2,2014-09,7000,call,0,0,0,0,1320,0,0,Thursday
2014/1/2,2014-09,7000,put,37,44,36,43,43,533,2690,Thursday
2014/1/2,2014-09,7200,call,0,0,0,0,1140,0,0,Thursday
2014/1/2,2014-09,7200,put,58,63,56,61,61,229,2122,Thursday
2014/1/2,2014-09,7400,call,0,0,0,0,960,0,1,Thursday
2014/1/2,2014-09,7400,put,84,92,82,88,88,99,1208,Thursday
2014/1/2,2014-09,7600,call,800,800,750,760,795,5,18,Thursday
2014/1/2,2014-09,7600,put,119,127,119,125,125,168,1061,Thursday
2014/1/2,2014-09,7800,call,0,0,0,0,655,0,0,Thursday
2014/1/2,2014-09,7800,put,170,179,166,174,174,28,943,Thursday
2014/1/2,2014-09,8000,call,0,0,0,0,515,0,22,Thursday
2014/1/2,2014-09,8000,put,235,246,230,232,232,49,1232,Thursday
2014/1/2,2014-09,8200,call,453,453,392,392,392,2,81,Thursday
2014/1/2,2014-09,8200,put,320,331,312,315,315,37,270,Thursday
2014/1/2,2014-09,8400,call,289,289,289,289,289,1,711,Thursday
2014/1/2,2014-09,8400,put,425,425,425,425,412,1,143,Thursday
2014/1/2,2014-09,8600,call,249,249,196,216,216,25,283,Thursday
2014/1/2,2014-09,8600,put,530,545,525,525,525,5,65,Thursday
2014/1/2,2014-09,8800,call,150,154,150,154,150,6,418,Thursday
2014/1/2,2014-09,8800,put,570,680,570,680,680,26,29,Thursday
2014/1/2,2014-09,9000,call,103,103,100,103,103,60,1088,Thursday
2014/1/2,2014-09,9000,put,0,0,0,0,820,0,6,Thursday
2014/1/2,2014-09,9200,call,66,67,60,67,67,79,888,Thursday
2014/1/2,2014-09,9200,put,0,0,0,0,950,0,1,Thursday
