最後結算日,契約月份,商品代號,商品名稱,最後結算價
2014/05/07,201405W1,TX/MTX,臺股期貨/小型臺指期貨,8891
2014/04/30,201404W5,TX/MTX,臺股期貨/小型臺指期貨,8811
2014/04/23,201404W4,TX/MTX,臺股期貨/小型臺指期貨,8963
2014/04/16,201404  ,TX/MTX,臺股期貨/小型臺指期貨,8954
2014/04/16,201404  ,TE,電子期貨,341.45
2014/04/16,201404  ,TF,金融期貨,998.2
2014/04/16,201404  ,T5F,台灣50期貨,6163
2014/04/16,201404  ,XIF,非金電期貨,11952
2014/04/16,201404  ,GTF,櫃買期貨,144.2
2014/04/09,201404W2,TX/MTX,臺股期貨/小型臺指期貨,8930
2014/04/02,201404W1,TX/MTX,臺股期貨/小型臺指期貨,8900
2014/03/26,201403W4,TX/MTX,臺股期貨/小型臺指期貨,8736
2014/03/19,201403  ,TX/MTX,臺股期貨/小型臺指期貨,8696
2014/03/19,201403  ,TE,電子期貨,328.35
2014/03/19,201403  ,TF,金融期貨,994
2014/03/19,201403  ,T5F,台灣50期貨,5922
2014/03/19,201403  ,XIF,非金電期貨,11660
2014/03/19,201403  ,GTF,櫃買期貨,145.55
2014/03/12,201403W2,TX/MTX,臺股期貨/小型臺指期貨,8662
2014/03/05,201403W1,TX/MTX,臺股期貨/小型臺指期貨,8639
2014/02/26,201402W4,TX/MTX,臺股期貨/小型臺指期貨,8611
2014/02/19,201402  ,TX/MTX,臺股期貨/小型臺指期貨,8556
2014/02/19,201402  ,TE,電子期貨,315.4
2014/02/19,201402  ,TF,金融期貨,1027.8
2014/02/19,201402  ,T5F,台灣50期貨,5810
2014/02/19,201402  ,XIF,非金電期貨,11636
2014/02/19,201402  ,GTF,櫃買期貨,136.5
2014/02/12,201402W2,TX/MTX,臺股期貨/小型臺指期貨,8502
2014/02/05,201401W5,TX/MTX,臺股期貨/小型臺指期貨,8269
2014/01/22,201401W4,TX/MTX,臺股期貨/小型臺指期貨,8610
2014/01/15,201401  ,TX/MTX,臺股期貨/小型臺指期貨,8610
2014/01/15,201401  ,TE,電子期貨,313.35
2014/01/15,201401  ,TF,金融期貨,1043.8
2014/01/15,201401  ,T5F,台灣50期貨,5846
2014/01/15,201401  ,XIF,非金電期貨,11871
2014/01/15,201401  ,GTF,櫃買期貨,130.5
2014/01/08,201401W2,TX/MTX,臺股期貨/小型臺指期貨,8560
2014/01/02,201401W1,TX/MTX,臺股期貨/小型臺指期貨,8606
