最後結算日,契約月份,商品代號,商品名稱,最後結算價
2018/09/14,201809  ,TJF,東證期貨,1722.98
2018/09/12,201809W2,TX/MTX,臺股期貨/小型臺指期貨,10724
2018/09/05,201809W1,TX/MTX,臺股期貨/小型臺指期貨,11000
2018/08/31,201808  ,I5F,印度50期貨,11676.8
2018/08/29,201808W5,TX/MTX,臺股期貨/小型臺指期貨,11061
2018/08/22,201808W4,TX/MTX,臺股期貨/小型臺指期貨,10791
2018/08/15,201808  ,TX/MTX,臺股期貨/小型臺指期貨,10737
2018/08/15,201808  ,TE,電子期貨,436.95
2018/08/15,201808  ,TF,金融期貨,1256
2018/08/15,201808  ,T5F,台灣50期貨,8136
2018/08/15,201808  ,XIF,非金電期貨,12708
2018/08/15,201808  ,GTF,櫃買期貨,142.75
2018/08/10,201808  ,TJF,東證期貨,1740.65
2018/08/08,201808W2,TX/MTX,臺股期貨/小型臺指期貨,11056
2018/08/01,201808W1,TX/MTX,臺股期貨/小型臺指期貨,11085
2018/07/27,201807  ,I5F,印度50期貨,11167.3
2018/07/25,201807W4,TX/MTX,臺股期貨/小型臺指期貨,10970
2018/07/18,201807  ,TX/MTX,臺股期貨/小型臺指期貨,10844
2018/07/18,201807  ,TE,電子期貨,443.65
2018/07/18,201807  ,TF,金融期貨,1246.4
2018/07/18,201807  ,T5F,台灣50期貨,8082
2018/07/18,201807  ,XIF,非金電期貨,12813
2018/07/18,201807  ,GTF,櫃買期貨,150.55
2018/07/13,201807  ,TJF,東證期貨,1721.13
2018/07/11,201807W2,TX/MTX,臺股期貨/小型臺指期貨,10655
2018/07/04,201807W1,TX/MTX,臺股期貨/小型臺指期貨,10729
2018/06/29,201806  ,I5F,印度50期貨,10589.1
2018/06/27,201806W4,TX/MTX,臺股期貨/小型臺指期貨,10728
2018/06/20,201806  ,TX/MTX,臺股期貨/小型臺指期貨,10936
2018/06/20,201806  ,TE,電子期貨,448.55
2018/06/20,201806  ,TF,金融期貨,1274.2
2018/06/20,201806  ,T5F,台灣50期貨,8107
2018/06/20,201806  ,XIF,非金電期貨,12798
2018/06/20,201806  ,GTF,櫃買期貨,153.45
2018/06/19,201806  ,UDF,美國道瓊期貨,25058.33
2018/06/19,201806  ,SPF,美國標普500期貨,2776.85
2018/06/13,201806W2,TX/MTX,臺股期貨/小型臺指期貨,11169
2018/06/08,201806  ,TJF,東證期貨,1782.14
2018/06/06,201806W1,TX/MTX,臺股期貨/小型臺指期貨,11200
2018/06/01,201805  ,I5F,印度50期貨,10736.15
2018/05/30,201805W5,TX/MTX,臺股期貨/小型臺指期貨,10835
2018/05/23,201805W4,TX/MTX,臺股期貨/小型臺指期貨,10919
2018/05/16,201805  ,TX/MTX,臺股期貨/小型臺指期貨,10872
2018/05/16,201805  ,TE,電子期貨,443.35
2018/05/16,201805  ,TF,金融期貨,1262
2018/05/16,201805  ,T5F,台灣50期貨,8128
2018/05/16,201805  ,XIF,非金電期貨,12866
2018/05/16,201805  ,GTF,櫃買期貨,152.6
2018/05/11,201805  ,TJF,東證期貨,1782.23
2018/05/09,201805W2,TX/MTX,臺股期貨/小型臺指期貨,10722
2018/05/02,201805W1,TX/MTX,臺股期貨/小型臺指期貨,10611
2018/04/27,201804  ,I5F,印度50期貨,10617.8
2018/04/25,201804W4,TX/MTX,臺股期貨/小型臺指期貨,10566
2018/04/18,201804  ,TX/MTX,臺股期貨/小型臺指期貨,10846
2018/04/18,201804  ,TE,電子期貨,448.4
2018/04/18,201804  ,TF,金融期貨,1218.2
2018/04/18,201804  ,T5F,台灣50期貨,8122
2018/04/18,201804  ,XIF,非金電期貨,12725
2018/04/18,201804  ,GTF,櫃買期貨,153.65
2018/04/13,201804  ,TJF,東證期貨,1728.47
2018/04/11,201804W2,TX/MTX,臺股期貨/小型臺指期貨,10975
2018/04/09,201804W1,TX/MTX,臺股期貨/小型臺指期貨,10896
2018/03/29,201803  ,I5F,印度50期貨,10113.7
2018/03/28,201803W4,TX/MTX,臺股期貨/小型臺指期貨,10862
2018/03/21,201803  ,TX/MTX,臺股期貨/小型臺指期貨,11045
2018/03/21,201803  ,TE,電子期貨,465.3
2018/03/21,201803  ,TF,金融期貨,1226
2018/03/21,201803  ,T5F,台灣50期貨,8365
2018/03/21,201803  ,XIF,非金電期貨,12598
2018/03/21,201803  ,GTF,櫃買期貨,155
2018/03/19,201803  ,UDF,美國道瓊期貨,24879.17
2018/03/19,201803  ,SPF,美國標普500期貨,2751.83
2018/03/14,201803W2,TX/MTX,臺股期貨/小型臺指期貨,11044
2018/03/09,201803  ,TJF,東證期貨,1727.63
2018/03/07,201803W1,TX/MTX,臺股期貨/小型臺指期貨,10761
2018/03/01,201802W4,TX/MTX,臺股期貨/小型臺指期貨,10797
2018/02/23,201802  ,I5F,印度50期貨,10382.7
2018/02/21,201802  ,TX/MTX,臺股期貨/小型臺指期貨,10705
2018/02/21,201802  ,TE,電子期貨,446.2
2018/02/21,201802  ,TF,金融期貨,1207.2
2018/02/21,201802  ,T5F,台灣50期貨,8138
2018/02/21,201802  ,XIF,非金電期貨,12363
2018/02/21,201802  ,GTF,櫃買期貨,145.7
2018/02/09,201802  ,TJF,東證期貨,1711.45
2018/02/07,201802W1,TX/MTX,臺股期貨/小型臺指期貨,10579
2018/01/31,201801W5,TX/MTX,臺股期貨/小型臺指期貨,11139
2018/01/26,201801  ,I5F,印度50期貨,11069.65
2018/01/24,201801W4,TX/MTX,臺股期貨/小型臺指期貨,11129
2018/01/17,201801  ,TX/MTX,臺股期貨/小型臺指期貨,11020
2018/01/17,201801  ,TE,電子期貨,456.35
2018/01/17,201801  ,TF,金融期貨,1252.4
2018/01/17,201801  ,T5F,台灣50期貨,8288
2018/01/17,201801  ,XIF,非金電期貨,12834
2018/01/17,201801  ,GTF,櫃買期貨,152.45
2018/01/12,201801  ,TJF,東證期貨,1885.51
2018/01/10,201801W2,TX/MTX,臺股期貨/小型臺指期貨,10825
2018/01/03,201801W1,TX/MTX,臺股期貨/小型臺指期貨,10792
