最後結算日,契約月份,商品代號,商品名稱,最後結算價
2016/03/16,201603  ,TX/MTX,臺股期貨/小型臺指期貨,8691
2016/03/16,201603  ,TE,電子期貨,347.3
2016/03/16,201603  ,TF,金融期貨,956.6
2016/03/16,201603  ,T5F,台灣50期貨,6360
2016/03/16,201603  ,XIF,非金電期貨,10859
2016/03/16,201603  ,GTF,櫃買期貨,131.7
2016/03/11,201603  ,TJF,東證期貨,1333.62
2016/03/09,201603W2,TX/MTX,臺股期貨/小型臺指期貨,8616
2016/03/02,201603W1,TX/MTX,臺股期貨/小型臺指期貨,8549
2016/02/24,201602W4,TX/MTX,臺股期貨/小型臺指期貨,8276
2016/02/17,201602  ,TX/MTX,臺股期貨/小型臺指期貨,8212
2016/02/17,201602  ,TE,電子期貨,328.75
2016/02/17,201602  ,TF,金融期貨,898.8
2016/02/17,201602  ,T5F,台灣50期貨,6001
2016/02/17,201602  ,XIF,非金電期貨,10255
2016/02/17,201602  ,GTF,櫃買期貨,126.15
2016/02/15,201602W2,TX/MTX,臺股期貨/小型臺指期貨,8053
2016/02/04,201602  ,TJF,東證期貨,1389.07
2016/02/03,201602W1,TX/MTX,臺股期貨/小型臺指期貨,8077
2016/01/27,201601W4,TX/MTX,臺股期貨/小型臺指期貨,7844
2016/01/20,201601  ,TX/MTX,臺股期貨/小型臺指期貨,7704
2016/01/20,201601  ,TE,電子期貨,305.05
2016/01/20,201601  ,TF,金融期貨,851.6
2016/01/20,201601  ,T5F,台灣50期貨,5590
2016/01/20,201601  ,XIF,非金電期貨,9752
2016/01/20,201601  ,GTF,櫃買期貨,118.5
2016/01/13,201601W2,TX/MTX,臺股期貨/小型臺指期貨,7814
2016/01/08,201601  ,TJF,東證期貨,1439.75
2016/01/06,201601W1,TX/MTX,臺股期貨/小型臺指期貨,7996
